"","Var1","Freq"
"12821","Segway",1
"12822","segways",1
"12823","seigerman",1
"12824","seinor",7
"12825","Seinor",3
"12826","seismic",1
"12827","seize",2
"12828","seized",1
"12829","seizeyourmoments",1
"12830","seizure",1
"12831","selected",1
"12832","selection",1
"12833","self",6
"12834","self-harm",1
"12835","selfie",2
"12836","sell",1
"12837","selling",1
"12838","selmes",1
"12839","Semaphore",2
"12840","semi",6
"12841","semi-final",1
"12842","Semmens",1
"12843","sen",1
"12844","senator",2
"12845","senior",8
"12846","Senior",2
"12847","seniors",10
"12848","Seniors",1
"12849","Sensation",1
"12850","senswmusic",3
"12851","sentence",2
"12852","sentry",1
"12853","separation",1
"12854","september",3
"12855","September",5
"12856","sequel",1
"12857","sergeant",3
"12858","Sergeant",4
"12859","series",7
"12860","Series",1
"12861","Serpent",1
"12862","serpentine",1
"12863","serrano",1
"12864","servants",2
"12865","serve",1
"12866","service",55
"12867","Service",16
"12868","servicemen",3
"12869","Servicemen",1
"12870","services",22
"12871","Services",8
"12872","Servicewomen's",1
"12873","servicing",1
"12874","Serving",1
"12875","ses",2
"12876","SES",10
"12877","seselja",1
"12878","sessions",3
"12879","set",6
"12880","seth",1
"12881","Seton",1
"12882","sets",1
"12883","Sette",1
"12884","settlement",5
"12885","Settlement",3
"12886","settler",2
"12887","settlers",2
"12888","settling",1
"12889","seven",1
"12890","seventh",1
"12891","seventieth",2
"12892","severe",11
"12893","Severe",1
"12894","sewer",1
"12895","sewerage",2
"12896","sewing",8
"12897","sex",2
"12898","Sex",2
"12899","sexism",1
"12900","sexton",1
"12901","sexualisation",1
"12902","sexuality",2
"12903","seyit",1
"12904","shabaab",1
"12905","shack",1
"12906","shacks",1
"12907","Shade",1
"12908","shades",3
"12909","shaft",2
"12910","shake",1
"12911","shakes",1
"12912","shakespear",1
"12913","shakespeare",1
"12914","Shakespeare",1
"12915","shalom",1
"12916","shame",1
"12917","Shana",1
"12918","shanahan",1
"12919","shandee",2
"12920","shane",5
"12921","Shane",4
"12922","shanghai",1
"12923","shanna",1
"12924","Shannan",1
"12925","Shannon",3
"12926","shanti",1
"12927","shaolhaven",1
"12928","shapaing",1
"12929","shapers",1
"12930","shaping",100
"12931","shappire",1
"12932","share",1
"12933","Shari",1
"12934","sharing",1
"12935","shark",10
"12936","Shark",2
"12937","sharks",6
"12938","Sharks",3
"12939","sharman",1
"12940","sharon",6
"12941","Sharon",2
"12942","sharpe",1
"12943","sharyn",1
"12944","shaun",3
"12945","Shaun",3
"12946","shauna",1
"12947","shave",1
"12948","shaw",3
"12949","Shaye",1
"12950","Shayne",1
"12951","shea",1
"12952","Sheahan",1
"12953","shear",2
"12954","shearers",1
"12955","shearing",4
"12956","Shearing",3
"12957","shearman",1
"12958","shearwater",4
"12959","Sheather",1
"12960","shed",12
"12961","Shed",3
"12962","sheds",1
"12963","sheely",1
"12964","sheene",1
"12965","sheep",14
"12966","Sheep",1
"12967","sheepvention",1
"12968","Sheeran",1
"12969","sheets",1
"12970","Sheikh",1
"12971","Shelece",1
"12972","shelfies",1
"12973","shell",2
"12974","Shell",1
"12975","shelley",2
"12976","Shelley",1
"12977","shellie",1
"12978","shelling",2
"12979","shells",1
"12980","shelly",1
"12981","shelter",1
"12982","Shelter",2
"12983","Shen",1
"12984","shepherds",2
"12985","shepparton",6
"12986","sheree",1
"12987","Sherie",1
"12988","sherilee",1
"12989","Sherman",1
"12990","Sherriff",1
"12991","Sheryl",1
"12992","shetland",1
"12993","shida",1
"12994","shield",1
"12995","shift",1
"12996","shifters",1
"12997","shigri",1
"12998","Shiha",1
"12999","Shillingsworth",1
"13000","shine",2
"13001","shingles",1
"13002","shinju",2
"13003","ship",13
"13004","Ship",1
"13005","shipping",1
"13006","ships",9
"13007","Ships",3
"13008","shipton",1
"13009","shipwreck",9
"13010","Shipwreck",1
"13011","Shipwrecked",1
"13012","shipwrecks",2
"13013","shire",31
"13014","Shire",7
"13015","shirley",4
"13016","Shirley",5
"13017","Shitbox",1
"13018","shoal",1
"13019","Shoal",1
"13020","shoalhaven",2
"13021","Shoalwater",4
"13022","shoar",1
"13023","shock",2
"13024","Shoecraft",1
"13025","shoemaking",1
"13026","shoes",7
"13027","shon",1
"13028","shona",1
"13029","shonkala",2
"13030","Shoot",1
"13031","shooting",6
"13032","shop",15
"13033","Shop",3
"13034","shopping",7
"13035","shops",2
"13036","shore",2
"13037","short",4
"13038","Short",1
"13039","shortage",1
"13040","shortland",1
"13041","Shortland",1
"13042","short-tailed",1
"13043","shot",4
"13044","shots",2
"13045","should",7
"13046","shoveller",1
"13047","show",62
"13048","Show",22
"13049","showbags",2
"13050","showbiz",1
"13051","showdown",2
"13052","Showdown",1
"13053","shower",1
"13054","showgirl",2
"13055","showgorunds",1
"13056","showground",1
"13057","showgrounds",6
"13058","Showgrounds",3
"13059","showing",1
"13060","showman",1
"13061","showpeople",1
"13062","Shows",1
"13063","showtime",1
"13064","shrimp",1
"13065","shrines",1
"13066","Shrub",1
"13067","Shrubs",1
"13068","shunde",1
"13069","Shunsen",1
"13070","Shut",1
"13071","shutt",1
"13072","si",1
"13073","sickness",1
"13074","sid",2
"13075","side",1
"13076","Side",1
"13077","sidebottom",1
"13078","sideshow",3
"13079","Sideshow",1
"13080","siding",1
"13081","Siding",1
"13082","sidney",2
"13083","Sidney",1
"13084","SIDS",1
"13085","siege",2
"13086","siejka",1
"13087","Sienna",1
"13088","sierra",1
"13089","Sierra",1
"13090","siers",1
"13091","sietta",1
"13092","sight",4
"13093","sighting",1
"13094","sightings",1
"13095","sign",5
"13096","significance",1
"13097","significant",1
"13098","Significant",1
"13099","signing",1
"13100","Signpost",1
"13101","signs",4
"13102","Silent",1
"13103","silhouette",1
"13104","silicon",1
"13105","silicone",1
"13106","siljuk",1
"13107","silk",1
"13108","Silk",1
"13109","silks",1
"13110","silkwood",1
"13111","Silky",1
"13112","silo",1
"13113","siltation",1
"13114","Silva",1
"13115","silver",5
"13116","Silver",6
"13117","silverchair",1
"13118","silverton",4
"13119","Silverton",1
"13120","silvy",1
"13121","sim",2
"13122","SimFamily",1
"13123","SimMom",1
"13124","simmonds",1
"13125","Simmonds",1
"13126","simmons",2
"13127","Simmons",2
"13128","simon",14
"13129","Simon",11
"13130","simone",3
"13131","Simone",1
"13132","simone-ginman",1
"13133","simple",1
"13134","Simplot",1
"13135","simpson",6
"13136","Simpson",1
"13137","Sims",1
"13138","simulator",1
"13139","Simultaneous",1
"13140","Sinamay",1
"13141","Sinapius",1
"13142","Sinclair",3
"13143","Sing",1
"13144","Sing-a-long",1
"13145","singapore",4
"13146","Singapore",1
"13147","Singaporean",1
"13148","singer",2
"13149","Singers",1
"13150","Singh",1
"13151","singing",12
"13152","Singing",1
"13153","single",6
"13154","singleton",2
"13155","Singleton",1
"13156","singline",2
"13157","sink",2
"13158","Sink",1
"13159","sinkhole",6
"13160","Sinkhole",1
"13161","sinkholes",2
"13162","sinnamon",1
"13163","sion",1
"13164","sir",1
"13165","Sir",4
"13166","siren",1
"13167","sirius",1
"13168","sisley",1
"13169","sissies",1
"13170","sista",1
"13171","sister",3
"13172","sisters",4
"13173","Sisters",1
"13174","site",6
"13175","Site",1
"13176","sites",2
"13177","sitting",1
"13178","six",3
"13179","sixteen",1
"13180","sixty",1
"13181","skate",4
"13182","Skate",1
"13183","skateboard",1
"13184","skateboarding",1
"13185","skater",1
"13186","skaters",1
"13187","skates",1
"13188","Skates",1
"13189","skating",3
"13190","Skating",1
"13191","skeleton",1
"13192","ski",2
"13193","skies",3
"13194","skiing",1
"13195","skilbeck",1
"13196","skill",1
"13197","skills",4
"13198","Skimpies",1
"13199","Skimpy",1
"13200","skin",1
"13201","skink",1
"13202","skinner",2
"13203","Skinner",1
"13204","Skipping",1
"13205","skubij",1
"13206","skull",3
"13207","sky",8
"13208","Sky",3
"13209","skydiver",1
"13210","Skydiver",1
"13211","skydiving",3
"13212","skye",1
"13213","Skye",1
"13214","skyline",1
"13215","skype",1
"13216","skywhale",4
"13217","slade",1
"13218","Slang",1
"13219","slap",1
"13220","slasher",1
"13221","slater",2
"13222","Slater",1
"13223","slaughterhouse",1
"13224","Slavery",1
"13225","Slaves",1
"13226","sleaford",1
"13227","Sleaford",2
"13228","sled",1
"13229","sledge",1
"13230","sleeping",2
"13231","Sleeping",1
"13232","sleet",1
"13233","sleeve",1
"13234","slice",1
"13235","slide",1
"13236","slideshow",3
"13237","slim",1
"13238","Slim",2
"13239","Slip",1
"13240","slipper",2
"13241","Slipper",5
"13242","slipway",1
"13243","Slithering",1
"13244","slitting",1
"13245","sloan",1
"13246","sloane",1
"13247","slopen",2
"13248","Sloper",1
"13249","slovenia",2
"13250","SLS",1
"13251","SLSC",1
"13252","SLSSA",1
"13253","Slyvia",1
"13254","smackdown",1
"13255","small",25
"13256","Small",1
"13257","Smallacombe",1
"13258","smart",4
"13259","smartphone",1
"13260","smartphones",1
"13261","smashed",1
"13262","smeeth",1
"13263","smell",1
"13264","smh",2
"13265","smile",1
"13266","smith",28
"13267","Smith",20
"13268","smith-deland",1
"13269","Smithfield",2
"13270","smithton",2
"13271","smoke",7
"13272","smokey",1
"13273","smoking",3
"13274","smugglers",1
"13275","Smyth",1
"13276","snacks",1
"13277","snake",18
"13278","Snake",3
"13279","snakes",4
"13280","Snakes",3
"13281","snap",2
"13282","snapped",4
"13283","snapped:",1
"13284","snaps",1
"13285","snapshot",1
"13286","Snapshot",1
"13287","sneak",1
"13288","Sneaker",1
"13289","Sneath",1
"13290","snell",1
"13291","sniffer",1
"13292","SNJ-4",1
"13293","snorkeling",1
"13294","snorkelling",1
"13295","Snout",1
"13296","snow",9
"13297","Snow",5
"13298","snowboard",1
"13299","snowden",1
"13300","snowdon",1
"13301","Snowdon",1
"13302","snowfall",3
"13303","snowfalls",1
"13304","snowman",1
"13305","snowstorm",1
"13306","snowy",1
"13307","Snowy",2
"13308","Snug",1
"13309","so",1
"13310","So",1
"13311","Soaked",1
"13312","soap",1
"13313","soccer",11
"13314","Soccer",1
"13315","socceroos",1
"13316","Socceroos",1
"13317","Sochi",1
"13318","social",20
"13319","Social",1
"13320","socialising",1
"13321","society",38
"13322","Society",6
"13323","Socity",1
"13324","sofa",1
"13325","softwood",1
"13326","solar",18
"13327","Solar",1
"13328","sold",1
"13329","soldier",6
"13330","Soldier",2
"13331","soldiers",12
"13332","Soldiers",3
"13333","soleil",1
"13334","Soleil",1
"13335","soli",1
"13336","solider",1
"13337","soliders",1
"13338","solly",2
"13339","Solly",2
"13340","solo",2
"13341","solomon",3
"13342","solstice",1
"13343","Solstice",1
"13344","solstice2012",1
"13345","solua",1
"13346","Solutions",1
"13347","somalia",1
"13348","some",1
"13349","Some",1
"13350","Somerfield",1
"13351","somers",1
"13352","somerset",1
"13353","somerville",2
"13354","something",2
"13355","sometimes",1
"13356","Sommertown",1
"13357","son",2
"13358","sonata",1
"13359","song",2
"13360","Song",3
"13361","songkran",1
"13362","songs",2
"13363","songwomen",1
"13364","songwriter",1
"13365","Songwriters",1
"13366","songwriting",2
"13367","sonia",1
"13368","Sonia",1
"13369","Sonic",1
"13370","Sonnermann",1
"13371","Sonny",1
"13372","sons",3
"13373","sonya",1
"13374","Sonya",1
"13375","sophie",2
"13376","Sophie",4
"13377","Sopwith",1
"13378","sorbet",1
"13379","sorell",1
"13380","Sorell",2
"13381","soren",1
"13382","Soren",1
"13383","sorghum",2
"13384","Sorrow",1
"13385","sorrows",1
"13386","Sorrows",1
"13387","sorry",1
"13388","sorting",1
"13389","soul",2
"13390","sound",7
"13391","Sound",3
"13392","sounds",1
"13393","Soundscape",1
"13394","Soundwave",1
"13395","soup",1
"13396","souper",1
"13397","south",186
"13398","South",216
"13399","southbank",2
"13400","Southcott",1
"13401","southeast",4
"13402","southeastsa",3
"13403","southern",36
"13404","Southern",11
"13405","southport",5
"13406","souths",1
"13407","southwest",58
"13408","southwestwa",1
"13409","sovereign",1
"13410","space",19
"13411","Space",5
"13412","Space.",1
"13413","Spade",1
"13414","spaghetti",2
"13415","spain",5
"13416","Spain",1
"13417","Spanagel",1
"13418","spanish",3
"13419","spargo",1
"13420","spark",1
"13421","sparky",1
"13422","Sparrow",1
"13423","spc",5
"13424","speaker",5
"13425","Speaker",1
"13426","spear",1
"13427","Spear",1
"13428","spears",1
"13429","special",12
"13430","Special",2
"13431","Specialists",1
"13432","speciality",1
"13433","species",6
"13434","species)",1
"13435","Species",1
"13436","spectacular",2
"13437","Spectacular",2
"13438","Spectator",1
"13439","spectres",1
"13440","spectrum",1
"13441","speech",1
"13442","speed",6
"13443","speedway",3
"13444","Speedway",1
"13445","Speedwell",1
"13446","speilberg",1
"13447","spell",1
"13448","spelling",1
"13449","Spence",1
"13450","spencer",13
"13451","Spencer",5
"13452","spending",1
"13453","spider",4
"13454","spiders",1
"13455","spiegeltent",1
"13456","spill",1
"13457","spilling",1
"13458","Spin",2
"13459","spina",1
"13460","Spinal",1
"13461","spine",1
"13462","spinifex",4
"13463","Spinifex",2
"13464","spinning",1
"13465","spirit",7
"13466","Spirit",1
"13467","spirits",4
"13468","spiritual",2
"13469","spirituality",1
"13470","spit",1
"13471","splash",1
"13472","splashing",1
"13473","splendid",3
"13474","splendour",2
"13475","Splendour",4
"13476","splicing",1
"13477","Splinters",1
"13478","spoil",1
"13479","spokesman",1
"13480","spollen",1
"13481","spongolite",1
"13482","Sponsor",1
"13483","sponsorship",1
"13484","spooky",1
"13485","spoon",1
"13486","spooning",1
"13487","sport",102
"13488","Sport",8
"13489","sporting",2
"13490","sports",12
"13491","Sports",1
"13492","sportsfishing",1
"13493","sportsmanship",1
"13494","spot",1
"13495","spotlight",1
"13496","spotlighting",1
"13497","spotted",2
"13498","spout",1
"13499","spouts",1
"13500","spowart",1
"13501","Spowart",1
"13502","spray",5
"13503","spread",1
"13504","spreads",1
"13505","sprent",1
"13506","spreyton",1
"13507","spring",20
"13508","Spring",5
"13509","springs",27
"13510","Springs",3
"13511","springsteen",1
"13512","Springsure",1
"13513","springwood",5
"13514","sprinkler",1
"13515","sprintcars",1
"13516","sprints",1
"13517","spruce",1
"13518","spud",2
"13519","spur",1
"13520","squad",2
"13521","squadron",1
"13522","squair",1
"13523","square",3
"13524","Square",3
"13525","Squash",2
"13526","Squat",1
"13527","squid",1
"13528","squire",1
"13529","squires",1
"13530","Squizzy",1
"13531","Sr",1
"13532","sring",1
"13533","Srinivas",1
"13534","srmy",1
"13535","SS",3
"13536","st",30
"13537","St",20
"13538","stabbing",2
"13539","stabilisation",1
"13540","stable",2
"13541","Stable",1
"13542","stacey",1
"13543","Stacey",2
"13544","stack",1
"13545","stadium",6
"13546","Stadium",3
"13547","staff",1
"13548","Stafford",1
"13549","stage",10
"13550","Stage",9
"13551","stages",1
"13552","Staier",1
"13553","stained",1
"13554","staircase",1
"13555","stairs",2
"13556","stairway",1
"13557","stall",2
"13558","stallard",1
"13559","stamp",4
"13560","stamper",1
"13561","stamps",3
"13562","Stamps",1
"13563","stan",3
"13564","Stan",1
"13565","Standard",1
"13566","standards",1
"13567","Standing",1
"13568","stands",1
"13569","stand-up",1
"13570","stanley",4
"13571","Stanley",3
"13572","Stansbury",1
"13573","stansfield",2
"13574","Stansfield",1
"13575","stanthorpe",2
"13576","Stanvac",3
"13577","Stanwell",2
"13578","stanwix",1
"13579","staples",1
"13580","stapylton",1
"13581","star",16
"13582","Star",1
"13583","starbucks",1
"13584","Starcevich",1
"13585","starcourt",1
"13586","starfish",1
"13587","stark",2
"13588","Starr",1
"13589","stars",8
"13590","Stars",1
"13591","Starstruck",1
"13592","start-up",2
"13593","starved",1
"13594","starving",1
"13595","state",59
"13596","State",30
"13597","states",1
"13598","States",2
"13599","statewide",4
"13600","station",51
"13601","Station",13
"13602","stationers",1
"13603","stations",1
"13604","statistics",1
"13605","statue",1
"13606","statues",1
"13607","status",1
"13608","Stawberry",1
"13609","Stay",1
"13610","Stealer",1
"13611","steam",10
"13612","steamers",2
"13613","Steamers",1
"13614","Stedman",1
"13615","steel",1
"13616","Steel",1
"13617","steele",1
"13618","Steele",1
"13619","steele-perkins",1
"13620","steen",2
"13621","Steeple",1
"13622","steer",1
"13623","steers",1
"13624","Stefan",1
"13625","stefano",1
"13626","steffensen",1
"13627","Steiglitz",1
"13628","steinar",1
"13629","Stell",1
"13630","stella",1
"13631","stem",1
"13632","Stemberger",2
"13633","sten",1
"13634","stephanie",3
"13635","Stephanie",1
"13636","stephen",8
"13637","Stephen",5
"13638","stephens",20
"13639","Stephens",3
"13640","Stephenson",2
"13641","steps",1
"13642","Stereo",1
"13643","Sternberg",1
"13644","steve",13
"13645","Steve",14
"13646","steven",2
"13647","Steven",4
"13648","Stevens",1
"13649","Stevenson",1
"13650","stevie",1
"13651","stevie-rae",1
"13652","stewart",8
"13653","stewed",1
"13654","stewing",1
"13655","stibbard",1
"13656","stichtite",1
"13657","stick",2
"13658","stickers",1
"13659","sticks",1
"13660","sticky",2
"13661","Stidston",1
"13662","stig",1
"13663","stigma",2
"13664","Still",1
"13665","stillborn",1
"13666","Stillborn",1
"13667","stilt",1
"13668","Stilt",1
"13669","stimpson",1
"13670","sting",2
"13671","Stingray",1
"13672","stinker",3
"13673","Stinson",1
"13674","stirling",1
"13675","Stirling",2
"13676","Stobie",1
"13677","stock",9
"13678","Stockade",1
"13679","Stocking",1
"13680","Stockman",3
"13681","stockman's",8
"13682","stockmen",3
"13683","stockton",2
"13684","stockwhip",1
"13685","stockyard",1
"13686","stoked",1
"13687","Stokell",1
"13688","stokes",3
"13689","Stokes",1
"13690","stolen",5
"13691","Stolen",1
"13692","stone",10
"13693","Stone",4
"13694","Stonefield",2
"13695","stonefish",1
"13696","stonehenge",4
"13697","Stonehenge",2
"13698","Stonemason",1
"13699","Stonemasonery",1
"13700","Stonemasonry",1
"13701","stoner",1
"13702","Stoner",1
"13703","stones",1
"13704","stoneville",1
"13705","Stoneville",1
"13706","stooges",1
"13707","stoops",1
"13708","stop",4
"13709","stops",2
"13710","stor",1
"13711","Storage",1
"13712","store",10
"13713","stories",22
"13714","storm",56
"13715","Storm",9
"13716","stormchasing",1
"13717","storms",18
"13718","stormwater",1
"13719","Stormwater",1
"13720","story",49
"13721","Story",1
"13722","Storytime",1
"13723","Stoush",1
"13724","Stowers",1
"13725","Stra",1
"13726","Strachan",1
"13727","stradbroke",3
"13728","Stradbroke",6
"13729","Straddie",1
"13730","'Straddie",1
"13731","strahan",3
"13732","strain",1
"13733","strait",6
"13734","Strait",17
"13735","straits",1
"13736","Strand",1
"13737","stranded",1
"13738","strang",1
"13739","Strang",1
"13740","strategy",1
"13741","stratford",1
"13742","Stratford",1
"13743","stratosphere",1
"13744","straw",1
"13745","Streak",1
"13746","streaky",1
"13747","stream",1
"13748","streaming",1
"13749","street",53
"13750","Street",16
"13751","street-art",1
"13752","Streeton",1
"13753","streets",2
"13754","Streets",1
"13755","streetscape",2
"13756","Strelow",1
"13757","stress",6
"13758","stricken",1
"13759","strike",5
"13760","Strike",1
"13761","string",6
"13762","String",1
"13763","stringalong",1
"13764","stringbusters",1
"13765","stringed",2
"13766","stringer",2
"13767","Stringers",1
"13768","strings",1
"13769","stringybark",1
"13770","strip",3
"13771","stripping",1
"13772","strohfeldt",1
"13773","stromatolyte",1
"13774","Stromlo",1
"13775","strong",3
"13776","strotos",1
"13777","structure",1
"13778","Strurt",1
"13779","strut",1
"13780","Struve",1
"13781","Strzelecki",1
"13782","stuart",10
"13783","Stuart",8
"13784","stubbs",1
"13785","Stubbs",4
"13786","Stuckey",2
"13787","stud",2
"13788","studdy-clift",1
"13789","student",8
"13790","students",38
"13791","Students",4
"13792","studies",1
"13793","Studies",1
"13794","studio",6
"13795","Studio",2
"13796","Studio2",1
"13797","study",5
"13798","Study",1
"13799","stuffed",1
"13800","stumkat",1
"13801","stunt",3
"13802","Stunt",1
"13803","stunts",2
"13804","sturt",2
"13805","Sturt",3
"13806","stutter",1
"13807","style",5
"13808","styn",1
"13809","suave",1
"13810","sub",2
"13811","submarine",5
"13812","subsidence",1
"13813","substance",1
"13814","suburb",2
"13815","Suburban",2
"13816","suburbia",1
"13817","suburbs",6
"13818","Suburbs",1
"13819","succulents",2
"13820","Such",2
"13821","Sucrogen",1
"13822","sudan",3
"13823","Sudan",1
"13824","sudanese",2
"13825","Sudden",1
"13826","sudmalsi",1
"13827","sue",7
"13828","Sue",4
"13829","suffolk",1
"13830","suffrage",1
"13831","sugar",7
"13832","Sugar",2
"13833","sugarcane",1
"13834","sugarland",1
"13835","suggin",1
"13836","suicide",10
"13837","suitcase",1
"13838","Suitcase",1
"13839","suitcases",1
"13840","suite",2
"13841","suliso",1
"13842","sulky",1
"13843","sullivan",1
"13844","Sullivan",1
"13845","sulman",1
"13846","Sulphide",1
"13847","sulzberger",1
"13848","sumatran",1
"13849","Sumatran",1
"13850","summer",26
"13851","Summer",3
"13852","summers",2
"13853","Summers",1
"13854","summit",2
"13855","Summit",9
"13856","Summons",1
"13857","Sumner",1
"13858","sumsion",1
"13859","sun",9
"13860","Sun",4
"13861","Suncorp",1
"13862","Sundararaja",1
"13863","sunday",1
"13864","Sunday",16
"13865","Sundays",4
"13866","sundial",1
"13867","sunflowers",2
"13868","sunk",1
"13869","Sunk",1
"13870","sunken",2
"13871","sunliner",2
"13872","sunny",3
"13873","sunnykids",1
"13874","Sunraysia",4
"13875","sunraysia-community-health",1
"13876","sunrise",4
"13877","Sunrise",1
"13878","sunrize",1
"13879","Suns",1
"13880","sunset",6
"13881","sunsets",1
"13882","sunsetstrip",1
"13883","sunshine",39
"13884","Sunshine",66
"13885","supanova",3
"13886","super",3
"13887","Super",2
"13888","superb",1
"13889","supercar",1
"13890","Supercar",1
"13891","Supercars",3
"13892","supercross",1
"13893","Superintendent",1
"13894","supermarket",2
"13895","supermoon",1
"13896","superstars",1
"13897","superstition",1
"13898","supertent",1
"13899","Superyacht",1
"13900","Supper",2
"13901","supply",5
"13902","support",13
"13903","Support",4
"13904","supporters",1
"13905","supports",1
"13906","Suppression",1
"13907","Supreme",1
"13908","surat",3
"13909","surf",36
"13910","Surf",11
"13911","Surface",1
"13912","surfboard",2
"13913","surfboards",8
"13914","surfer",3
"13915","surfers",8
"13916","Surfers",5
"13917","surfest",2
"13918","surfing",25
"13919","Surfing",6
"13920","surge",3
"13921","Surge",2
"13922","surgeon",1
"13923","surgery",12
"13924","surrender",1
"13925","surround",1
"13926","Surveillance",1
"13927","survey",5
"13928","surveyor",2
"13929","surveyors",1
"13930","survival",2
"13931","survivor",3
"13932","survivors",3
"13933","Survivors",1
"13934","susan",6
"13935","Susan",1
"13936","susanna",1
"13937","susie",1
"13938","Susman",1
"13939","suspended",1
"13940","suspension",4
"13941","suspicious",2
"13942","sussan",1
"13943","sustainability",3
"13944","Sustainability",3
"13945","sustainable",14
"13946","Sustainable",1
"13947","sustainably",1
"13948","sutcliffe",2
"13949","sutherland",1
"13950","sutton",1
"13951","Sutton",3
"13952","suzi",1
"13953","svet",1
"13954","Swain",1
"13955","Swainsona",1
"13956","Swallowtail",1
"13957","swamp",1
"13958","Swamp",1
"13959","swan",4
"13960","Swan",23
"13961","swanepoel",1
"13962","Swanepoel",1
"13963","swanhill",1
"13964","swann",2
"13965","swans",3
"13966","swansea",2
"13967","swap",4
"13968","swapper",1
"13969","swappers",1
"13970","Swappers",1
"13971","Swaray",1
"13972","swarm",1
"13973","swatty",1
"13974","sweeper",1
"13975","sweers",1
"13976","sweet",2
"13977","sweets",1
"13978","swell",4
"13979","Swell",6
"13980","swellfest",2
"13981","swellnet",1
"13982","swf",1
"13983","swift",3
"13984","swim",7
"13985","Swim",1
"13986","swimmer",3
"13987","swimmers",2
"13988","swimming",26
"13989","Swimming",3
"13990","swing",1
"13991","swiss",1
"13992","switzerland",1
"13993","Switzerland",1
"13994","sword",2
"13995","sydeny",1
"13996","sydney",85
"13997","Sydney",33
"13998","Sydney.",1
"13999","SYdney",1
"14000","Sydney's",1
"14001","sydneywritersfestival",2
"14002","Sydnrome",1
"14003","Sydrome",1
"14004","sygna",1
"14005","Sygna",1
"14006","sykes",1
"14007","Sykes",3
"14008","Sylvia",1
"14009","symonds",4
"14010","Symons",2
"14011","symposium",1
"14012","Symposium",1
"14013","symptoms",1
"14014","synagogue",1
"14015","Synch",1
"14016","syndey",1
"14017","syndicate",1
"14018","syndication",1
"14019","syndrome",8
"14020","Syndrome",1
"14021","synthetic",1
"14022","system",5
"14023","System",3
"14024","systems",1
"14025","t",1
"14026","Tabatha",1
"14027","taber",1
"14028","table",3
"14029","tablelands",3
"14030","Tablelands",2
"14031","tables",1
"14032","tac",1
"14033","tack",1
"14034","Tackers",1
"14035","Tackle",1
"14036","tactical",1
"14037","tae",1
"14038","taekwon",1
"14039","taekwondo",3
"14040","taekwon-do",1
"14041","Taekwon-do",1
"14042","tafe",5
"14043","TAFE",2
"14044","tag",2
"14045","Tag",1
"14046","tagging",2
"14047","tagliapietra",1
"14048","tagliatelle",1
"14049","tags",2
"14050","Tahal",1
"14051","tai",1
"14052","tail",3
"14053","Tail",1
"14054","tailed",1
"14055","Tailhan",1
"14056","tails",1
"14057","taipan",1
"14058","Taipans",3
"14059","Taipei",1
"14060","take",2
"14061","taking",2
"14062","Talanskas",1
"14063","talbot",1
"14064","tales",5
"14065","Tales",1
"14066","Talisman",4
"14067","talk",2
"14068","Talkback",1
"14069","talkies",1
"14070","talking",1
"14071","tall",5
"14072","Tall",1
"14073","Tallest",1
"14074","Taloumbi",1
"14075","talsa",1
"14076","talty",1
"14077","tamar",4
"14078","tamara",1
"14079","Tamara",1
"14080","tamblyn",2
"14081","tambo",7
"14082","tamborine",2
"14083","Tamborine",1
"14084","tammy",2
"14085","tamoxifen",1
"14086","TAMS",2
"14087","tamworth",5
"14088","Tamworth",13
"14089","tan",2
"14090","Tan",1
"14091","tandem",3
"14092","Tandou",1
"14093","Tangaroa",1
"14094","tangle",1
"14095","tango",1
"14096","tania",3
"14097","Tania",1
"14098","tank",3
"14099","Tannery",1
"14100","tantanoola",2
"14101","tanya",2
"14102","tanzania",1
"14103","tapalinga",1
"14104","tapestry",2
"14105","tapiolas",2
"14106","tapp",2
"14107","tappa",2
"14108","tappiolas",1
"14109","Taps",1
"14110","tara",2
"14111","Tara",2
"14112","Tarago",1
"14113","tardis",1
"14114","TARDIS",1
"14115","target",1
"14116","Target",1
"14117","targona",1
"14118","tariffs",1
"14119","tarnee",1
"14120","Taro",1
"14121","taronga",10
"14122","Taroom",2
"14123","Tarpari",1
"14124","tarrington",1
"14125","Tartan",1
"14126","taryn",1
"14127","tas",2
"14128","TASCO",1
"14129","tasfires",1
"14130","tasha",8
"14131","Tasha",28
"14132","tasman",5
"14133","Tasman",1
"14134","tasmania",113
"14135","Tasmania",117
"14136","tasmanian",20
"14137","Tasmanian",2
"14138","tassie",3
"14139","taste",2
"14140","tasting",1
"14141","tasvotes",3
"14142","tate",2
"14143","Tathra",2
"14144","tatiara",1
"14145","tatnell",1
"14146","tattersall",1
"14147","tatton",1
"14148","tattoo",8
"14149","Tattoo",1
"14150","tattooist",1
"14151","tattoos",4
"14152","tatts",1
"14153","tawns",1
"14154","tawonga",1
"14155","tax",4
"14156","taxes",1
"14157","Taxi",1
"14158","taxidermist",1
"14159","taxidermy",4
"14160","taylor",7
"14161","Taylor",5
"14162","tazibermy",1
"14163","tc",9
"14164","TCDylan",1
"14165","tdu",6
"14166","TDU",13
"14167","Te",1
"14168","tea",13
"14169","Tea",6
"14170","teabag",1
"14171","teacher",5
"14172","teachers",1
"14173","teaching",10
"14174","Teagan",1
"14175","team",11
"14176","Team",2
"14177","teams",2
"14178","tear",1
"14179","technical",2
"14180","technician",2
"14181","techniques",1
